tab	sites																													
site	location	samples	specimens	age	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_r	dir_tilt_correction	lat	lon	analysts	software_packages	citations	method_codes	result_quality	vgp_lat	vgp_lon	geologic_classes	geologic_types	lithology
PF18-116	Potato River Falls	PF18-116	PF18-116a	1075	1085.57	1050	Ma		mht	257.8	53.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	16.8	212	Sedimentary	Sediment Layer	Siltstone
PF18-116	Potato River Falls	PF18-116	PF18-116a	1075	1085.57	1050	Ma		lt	322.5	0		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	33.1	136.1	Sedimentary	Sediment Layer	Siltstone
PF18-116	Potato River Falls	PF18-116	PF18-116a	1075	1085.57	1050	Ma		mht	280.5	-14.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.7	166.7	Sedimentary	Sediment Layer	Siltstone
PF18-117	Potato River Falls	PF18-117	PF18-117a	1075	1085.57	1050	Ma		hdt	203.2	16.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-31.1	242.4	Sedimentary	Sediment Layer	Siltstone
PF18-117	Potato River Falls	PF18-117	PF18-117a	1075	1085.57	1050	Ma		mt	200.7	35.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-21.6	248.5	Sedimentary	Sediment Layer	Siltstone
PF18-117	Potato River Falls	PF18-117	PF18-117a	1075	1085.57	1050	Ma		hdt	234.1	17.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-16.7	212.8	Sedimentary	Sediment Layer	Siltstone
PF18-117	Potato River Falls	PF18-117	PF18-117a	1075	1085.57	1050	Ma		mt	253.3	19.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-3.9	198.5	Sedimentary	Sediment Layer	Siltstone
PF18-118	Potato River Falls	PF18-118	PF18-118a	1075	1085.57	1050	Ma		hdt	250.3	16.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-7.1	199.6	Sedimentary	Sediment Layer	Siltstone
PF18-118	Potato River Falls	PF18-118	PF18-118a	1075	1085.57	1050	Ma		mt	263.4	11.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-0.2	188.3	Sedimentary	Sediment Layer	Siltstone
PF18-118	Potato River Falls	PF18-118	PF18-118a	1075	1085.57	1050	Ma		mt	210.4	45.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-11.9	241.9	Sedimentary	Sediment Layer	Siltstone
PF18-118	Potato River Falls	PF18-118	PF18-118a	1075	1085.57	1050	Ma		hdt	204.6	32.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-22.3	244.1	Sedimentary	Sediment Layer	Siltstone
PF18-119	Potato River Falls	PF18-119	PF18-119a	1075	1085.57	1050	Ma		mht	265	49.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	18.1	204.4	Sedimentary	Sediment Layer	Siltstone
PF18-119	Potato River Falls	PF18-119	PF18-119a	1075	1085.57	1050	Ma		mht	279.9	-21.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-1.2	164.8	Sedimentary	Sediment Layer	Siltstone
PF18-12	Potato River Falls	PF18-12	PF18-12a	1075	1085.57	1050	Ma		hdt	257.1	47.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	12.4	208.5	Sedimentary	Sediment Layer	Siltstone
PF18-12	Potato River Falls	PF18-12	PF18-12a	1075	1085.57	1050	Ma		lt	333.1	68.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	71.7	206.2	Sedimentary	Sediment Layer	Siltstone
PF18-12	Potato River Falls	PF18-12	PF18-12a	1075	1085.57	1050	Ma		hdt	276.9	-16		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-1.2	168.9	Sedimentary	Sediment Layer	Siltstone
PF18-12	Potato River Falls	PF18-12	PF18-12a	1075	1085.57	1050	Ma		lt	319.4	-11.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	26.6	135.9	Sedimentary	Sediment Layer	Siltstone
PF18-120	Potato River Falls	PF18-120	PF18-120a	1075	1085.57	1050	Ma		hdt	187.3	48.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-13.6	262.9	Sedimentary	Sediment Layer	Siltstone
PF18-120	Potato River Falls	PF18-120	PF18-120a	1075	1085.57	1050	Ma		mt	202.6	46		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-13.4	248.9	Sedimentary	Sediment Layer	Siltstone
PF18-120	Potato River Falls	PF18-120	PF18-120a	1075	1085.57	1050	Ma		hdt	269.9	26.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	10.1	189.3	Sedimentary	Sediment Layer	Siltstone
PF18-120	Potato River Falls	PF18-120	PF18-120a	1075	1085.57	1050	Ma		mt	264.7	17.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	2.7	189.3	Sedimentary	Sediment Layer	Siltstone
PF18-121	Potato River Falls	PF18-121	PF18-121a	1075	1085.57	1050	Ma		mt	208.3	38.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-17.4	241.9	Sedimentary	Sediment Layer	Siltstone
PF18-121	Potato River Falls	PF18-121	PF18-121a	1075	1085.57	1050	Ma		mt	256.3	13.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-4.4	194.1	Sedimentary	Sediment Layer	Siltstone
PF18-122	Potato River Falls	PF18-122	PF18-122a	1075	1085.57	1050	Ma		mt	218.8	52.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-3	237.8	Sedimentary	Sediment Layer	Siltstone
PF18-122	Potato River Falls	PF18-122	PF18-122a	1075	1085.57	1050	Ma		mt	271.2	6.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	3.2	180.8	Sedimentary	Sediment Layer	Siltstone
PF18-123	Potato River Falls																		46.46	-90.53								Sedimentary	Sediment Layer	Siltstone
PF18-124	Potato River Falls	PF18-124	PF18-124a	1075	1085.57	1050	Ma		mt	278.2	6.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	8	175.8	Sedimentary	Sediment Layer	Siltstone
PF18-124	Potato River Falls	PF18-124	PF18-124a	1075	1085.57	1050	Ma		mt	219.7	59.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	3.7	240.3	Sedimentary	Sediment Layer	Siltstone
PF18-125	Potato River Falls	PF18-125	PF18-125a	1075	1085.57	1050	Ma		mht	270.4	55.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	25.6	206	Sedimentary	Sediment Layer	Siltstone
PF18-125	Potato River Falls	PF18-125	PF18-125a	1075	1085.57	1050	Ma		mht	287.1	-18.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.5	160.4	Sedimentary	Sediment Layer	Siltstone
PF18-125	Potato River Falls	PF18-125	PF18-125a	1075	1085.57	1050	Ma		lt	354.3	74.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	75.1	258.7	Sedimentary	Sediment Layer	Siltstone
PF18-125	Potato River Falls	PF18-125	PF18-125a	1075	1085.57	1050	Ma		lt	319.9	-2.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.6	137.9	Sedimentary	Sediment Layer	Siltstone
PF18-126	Potato River Falls	PF18-126	PF18-126a	1075	1085.57	1050	Ma		mt	218.7	56.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	0.3	239.5	Sedimentary	Sediment Layer	Siltstone
PF18-126	Potato River Falls	PF18-126	PF18-126a	1075	1085.57	1050	Ma		mt	275	6.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	5.9	178.2	Sedimentary	Sediment Layer	Siltstone
PF18-127	Potato River Falls	PF18-127	PF18-127a	1075	1085.57	1050	Ma		mht	265.4	53.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	21.3	207.4	Sedimentary	Sediment Layer	Siltstone
PF18-127	Potato River Falls	PF18-127	PF18-127a	1075	1085.57	1050	Ma		mht	283.6	-18.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	2.5	163.2	Sedimentary	Sediment Layer	Siltstone
PF18-128	Potato River Falls	PF18-128	PF18-128a	1075	1085.57	1050	Ma		lt	352	74.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	74.3	255.3	Sedimentary	Sediment Layer	Siltstone
PF18-128	Potato River Falls	PF18-128	PF18-128a	1075	1085.57	1050	Ma		lt	319.3	-3.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.2	138.4	Sedimentary	Sediment Layer	Siltstone
PF18-129	Potato River Falls	PF18-129	PF18-129a	1075	1085.57	1050	Ma		mt	254.9	0.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-10	190.8	Sedimentary	Sediment Layer	Siltstone
PF18-129	Potato River Falls	PF18-129	PF18-129a	1075	1085.57	1050	Ma		hdt	249.6	2.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-12.8	195.5	Sedimentary	Sediment Layer	Siltstone
PF18-129	Potato River Falls	PF18-129	PF18-129a	1075	1085.57	1050	Ma		mt	223.6	35.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-13	227.7	Sedimentary	Sediment Layer	Siltstone
PF18-129	Potato River Falls	PF18-129	PF18-129a	1075	1085.57	1050	Ma		hdt	220.3	30.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-17.2	229	Sedimentary	Sediment Layer	Siltstone
PF18-13	Potato River Falls	PF18-13	PF18-13a	1075	1085.57	1050	Ma		lt	6.6	74.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	74.7	281.5	Sedimentary	Sediment Layer	Siltstone
PF18-13	Potato River Falls	PF18-13	PF18-13a	1075	1085.57	1050	Ma		mt	225.2	52.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-0.9	232.9	Sedimentary	Sediment Layer	Siltstone
PF18-13	Potato River Falls	PF18-13	PF18-13a	1075	1085.57	1050	Ma		hdt	269.3	16.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	5.7	185.8	Sedimentary	Sediment Layer	Siltstone
PF18-13	Potato River Falls	PF18-13	PF18-13a	1075	1085.57	1050	Ma		lt	324	-0.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	33.7	134.4	Sedimentary	Sediment Layer	Siltstone
PF18-13	Potato River Falls	PF18-13	PF18-13a	1075	1085.57	1050	Ma		mt	273.7	4.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.2	178.3	Sedimentary	Sediment Layer	Siltstone
PF18-13	Potato River Falls	PF18-13	PF18-13a	1075	1085.57	1050	Ma		hdt	206.2	48.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-10.8	246.4	Sedimentary	Sediment Layer	Siltstone
PF18-130	Potato River Falls	PF18-130	PF18-130a	1075	1085.57	1050	Ma		mt	246.7	45.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	4.7	214.1	Sedimentary	Sediment Layer	Siltstone
PF18-130	Potato River Falls	PF18-130	PF18-130a	1075	1085.57	1050	Ma		mt	269.1	-13		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-5.4	175.6	Sedimentary	Sediment Layer	Siltstone
PF18-131	Potato River Falls	PF18-131	PF18-131a	1075	1085.57	1050	Ma		lt	353.6	72.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	77.6	253.6	Sedimentary	Sediment Layer	Siltstone
PF18-131	Potato River Falls	PF18-131	PF18-131a	1075	1085.57	1050	Ma		lt	320.9	-4.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.5	136.5	Sedimentary	Sediment Layer	Siltstone
PF18-132	Potato River Falls	PF18-132	PF18-132a	1075	1085.57	1050	Ma		mt	260.1	-2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-7.5	186	Sedimentary	Sediment Layer	Siltstone
PF18-132	Potato River Falls	PF18-132	PF18-132a	1075	1085.57	1050	Ma		hdt	259.8	1.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-6.3	187.6	Sedimentary	Sediment Layer	Siltstone
PF18-132	Potato River Falls	PF18-132	PF18-132a	1075	1085.57	1050	Ma		hdt	223.4	40.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-10	229.6	Sedimentary	Sediment Layer	Siltstone
PF18-132	Potato River Falls	PF18-132	PF18-132a	1075	1085.57	1050	Ma		mt	228.5	40.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-7.8	225.4	Sedimentary	Sediment Layer	Siltstone
PF18-133	Potato River Falls	PF18-133	PF18-133a	1075	1085.57	1050	Ma		mt	231	41		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-6.2	223.7	Sedimentary	Sediment Layer	Siltstone
PF18-133	Potato River Falls	PF18-133	PF18-133a	1075	1085.57	1050	Ma		mt	261.2	-3.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-7.4	184.6	Sedimentary	Sediment Layer	Siltstone
PF18-134	Potato River Falls	PF18-134	PF18-134a	1075	1085.57	1050	Ma		hdt	213.1	47.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-9.2	240.4	Sedimentary	Sediment Layer	Siltstone
PF18-134	Potato River Falls	PF18-134	PF18-134a	1075	1085.57	1050	Ma		mt	216.7	54.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-2.1	240.1	Sedimentary	Sediment Layer	Siltstone
PF18-134	Potato River Falls	PF18-134	PF18-134a	1075	1085.57	1050	Ma		hdt	265.9	9.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	0.8	185.9	Sedimentary	Sediment Layer	Siltstone
PF18-134	Potato River Falls	PF18-134	PF18-134a	1075	1085.57	1050	Ma		mt	273	7.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.9	180	Sedimentary	Sediment Layer	Siltstone
PF18-135	Potato River Falls	PF18-135	PF18-135a	1075	1085.57	1050	Ma		hdt	198.3	45.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-14.6	252.7	Sedimentary	Sediment Layer	Siltstone
PF18-135	Potato River Falls	PF18-135	PF18-135a	1075	1085.57	1050	Ma		hdt	264.7	20.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	3.9	190.5	Sedimentary	Sediment Layer	Siltstone
PF18-136	Potato River Falls	PF18-136	PF18-136a	1075	1085.57	1050	Ma		hdt	202	36.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-20.2	247.5	Sedimentary	Sediment Layer	Siltstone
PF18-136	Potato River Falls	PF18-136	PF18-136a	1075	1085.57	1050	Ma		lt	354.5	65.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	86.2	193.4	Sedimentary	Sediment Layer	Siltstone
PF18-136	Potato River Falls	PF18-136	PF18-136a	1075	1085.57	1050	Ma		hdt	255	18.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-3.3	196.8	Sedimentary	Sediment Layer	Siltstone
PF18-136	Potato River Falls	PF18-136	PF18-136a	1075	1085.57	1050	Ma		lt	326.6	-9.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.9	129.2	Sedimentary	Sediment Layer	Siltstone
PF18-137	Potato River Falls	PF18-137	PF18-137a	1075	1085.57	1050	Ma		mht	275.5	-17.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-2.6	169.4	Sedimentary	Sediment Layer	Siltstone
PF18-137	Potato River Falls	PF18-137	PF18-137a	1075	1085.57	1050	Ma		hdt	232.4	43.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-4	223.6	Sedimentary	Sediment Layer	Siltstone
PF18-137	Potato River Falls	PF18-137	PF18-137a	1075	1085.57	1050	Ma		mht	256.5	48.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	12.4	209.3	Sedimentary	Sediment Layer	Siltstone
PF18-137	Potato River Falls	PF18-137	PF18-137a	1075	1085.57	1050	Ma		hdt	263.9	-4.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-5.7	182.5	Sedimentary	Sediment Layer	Siltstone
PF18-138	Potato River Falls	PF18-138	PF18-138a	1075	1085.57	1050	Ma		mht	246.5	66.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	21.9	229.6	Sedimentary	Sediment Layer	Siltstone
PF18-138	Potato River Falls	PF18-138	PF18-138a	1075	1085.57	1050	Ma		mht	291.8	-2.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	13.9	162.4	Sedimentary	Sediment Layer	Siltstone
PF18-139	Potato River Falls	PF18-139	PF18-139a	1075	1085.57	1050	Ma		hdt	224.7	50.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-2.1	232.6	Sedimentary	Sediment Layer	Siltstone
PF18-139	Potato River Falls	PF18-139	PF18-139a	1075	1085.57	1050	Ma		mt	230.1	53.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	2.2	229.9	Sedimentary	Sediment Layer	Siltstone
PF18-139	Potato River Falls	PF18-139	PF18-139a	1075	1085.57	1050	Ma		hdt	273.6	4.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4	178.3	Sedimentary	Sediment Layer	Siltstone
PF18-139	Potato River Falls	PF18-139	PF18-139a	1075	1085.57	1050	Ma		mt	276.5	1.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.9	175.2	Sedimentary	Sediment Layer	Siltstone
PF18-14	Potato River Falls	PF18-14	PF18-14a	1075	1085.57	1050	Ma		hdt	234.9	60.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	10.8	231.1	Sedimentary	Sediment Layer	Siltstone
PF18-14	Potato River Falls	PF18-14	PF18-14a	1075	1085.57	1050	Ma		lt	346.9	76.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	71.2	251.4	Sedimentary	Sediment Layer	Siltstone
