tab	sites																													
site	location	samples	specimens	age	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_r	dir_tilt_correction	lat	lon	analysts	software_packages	citations	method_codes	result_quality	vgp_lat	vgp_lon	geologic_classes	geologic_types	lithology
PF18-160	Potato River Falls	PF18-160	PF18-160a	1075	1085.57	1050	Ma		hdt	259.8	-8.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-10	184.1	Sedimentary	Sediment Layer	Siltstone
PF18-161	Potato River Falls	PF18-161	PF18-161a	1075	1085.57	1050	Ma		hct	254.6	44		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	8.7	208	Sedimentary	Sediment Layer	Siltstone
PF18-161	Potato River Falls	PF18-161	PF18-161a	1075	1085.57	1050	Ma		hdt	238	32.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-7.3	214.9	Sedimentary	Sediment Layer	Siltstone
PF18-161	Potato River Falls	PF18-161	PF18-161a	1075	1085.57	1050	Ma		hct	273	-16.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-4.2	171.3	Sedimentary	Sediment Layer	Siltstone
PF18-161	Potato River Falls	PF18-161	PF18-161a	1075	1085.57	1050	Ma		hdt	257.3	-8.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-12	185.6	Sedimentary	Sediment Layer	Siltstone
PF18-162	Potato River Falls	PF18-162	PF18-162a	1075	1085.57	1050	Ma		hdt	254.9	-9.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-13.7	187.3	Sedimentary	Sediment Layer	Siltstone
PF18-162	Potato River Falls	PF18-162	PF18-162a	1075	1085.57	1050	Ma		hct	274.8	-25.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-6.4	166.8	Sedimentary	Sediment Layer	Siltstone
PF18-162	Potato River Falls	PF18-162	PF18-162a	1075	1085.57	1050	Ma		hdt	237.7	30		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-8.8	214.2	Sedimentary	Sediment Layer	Siltstone
PF18-162	Potato River Falls	PF18-162	PF18-162a	1075	1085.57	1050	Ma		hct	265.5	40.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	13.8	199.1	Sedimentary	Sediment Layer	Siltstone
PF18-163	Potato River Falls	PF18-163	PF18-163a	1075	1085.57	1050	Ma		hct	267.4	41.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	15.1	197.9	Sedimentary	Sediment Layer	Siltstone
PF18-163	Potato River Falls	PF18-163	PF18-163a	1075	1085.57	1050	Ma		hdt	243.4	31.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-4.6	210.5	Sedimentary	Sediment Layer	Siltstone
PF18-163	Potato River Falls	PF18-163	PF18-163a	1075	1085.57	1050	Ma		hct	276	-26.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-6	165.5	Sedimentary	Sediment Layer	Siltstone
PF18-163	Potato River Falls	PF18-163	PF18-163a	1075	1085.57	1050	Ma		hdt	257.9	-13.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-13.2	183.6	Sedimentary	Sediment Layer	Siltstone
PF18-17	Potato River Falls	PF18-17	PF18-17a	1075	1085.57	1050	Ma		hdt	215.9	58.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	1.9	242.6	Sedimentary	Sediment Layer	Siltstone
PF18-17	Potato River Falls	PF18-17	PF18-17a	1075	1085.57	1050	Ma		lt	356.1	70.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	81	255.1	Sedimentary	Sediment Layer	Siltstone
PF18-17	Potato River Falls	PF18-17	PF18-17a	1075	1085.57	1050	Ma		mht	265.7	50.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	19.3	204.7	Sedimentary	Sediment Layer	Siltstone
PF18-17	Potato River Falls	PF18-17	PF18-17a	1075	1085.57	1050	Ma		hdt	280	10.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	10.6	175.8	Sedimentary	Sediment Layer	Siltstone
PF18-17	Potato River Falls	PF18-17	PF18-17a	1075	1085.57	1050	Ma		lt	324.9	-5.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	32	132.1	Sedimentary	Sediment Layer	Siltstone
PF18-17	Potato River Falls	PF18-17	PF18-17a	1075	1085.57	1050	Ma		mht	282.7	-18.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.5	163.6	Sedimentary	Sediment Layer	Siltstone
PF18-18	Potato River Falls	PF18-18	PF18-18a	1075	1085.57	1050	Ma		mt	277.8	-2.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.3	172.8	Sedimentary	Sediment Layer	Siltstone
PF18-18	Potato River Falls	PF18-18	PF18-18a	1075	1085.57	1050	Ma		lt	321	-4.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.3	136.2	Sedimentary	Sediment Layer	Siltstone
PF18-18	Potato River Falls	PF18-18	PF18-18a	1075	1085.57	1050	Ma		mt	238.8	54.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	7.2	224.6	Sedimentary	Sediment Layer	Siltstone
PF18-18	Potato River Falls	PF18-18	PF18-18a	1075	1085.57	1050	Ma		lt	347.2	73.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	74.9	243.9	Sedimentary	Sediment Layer	Siltstone
PF18-18	Potato River Falls	PF18-18	PF18-18a	1075	1085.57	1050	Ma		hdt	238	50.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	4	223.1	Sedimentary	Sediment Layer	Siltstone
PF18-18	Potato River Falls	PF18-18	PF18-18a	1075	1085.57	1050	Ma		hdt	274.2	-3.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.6	175.2	Sedimentary	Sediment Layer	Siltstone
PF18-19	Potato River Falls	PF18-19	PF18-19b	1075	1085.57	1050	Ma		hdt	248.1	54.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	12	218.7	Sedimentary	Sediment Layer	Siltstone
PF18-19	Potato River Falls	PF18-19	PF18-19b	1075	1085.57	1050	Ma		lt	355.8	68.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	84.3	242.3	Sedimentary	Sediment Layer	Siltstone
PF18-19	Potato River Falls	PF18-19	PF18-19b	1075	1085.57	1050	Ma		hdt	280	-7.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4	169.5	Sedimentary	Sediment Layer	Siltstone
PF18-19	Potato River Falls	PF18-19	PF18-19b	1075	1085.57	1050	Ma		lt	326.5	-7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	31.9	129.9	Sedimentary	Sediment Layer	Siltstone
PF18-2	Potato River Falls	PF18-2	PF18-2b	1075	1085.57	1050	Ma		hct	233.2	59.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	8.9	231.3	Sedimentary	Sediment Layer	Siltstone
PF18-2	Potato River Falls	PF18-2	PF18-2b	1075	1085.57	1050	Ma		hdt	223.4	55.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	1.4	235.8	Sedimentary	Sediment Layer	Siltstone
PF18-2	Potato River Falls	PF18-2	PF18-2b	1075	1085.57	1050	Ma		hct	281.7	1.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	8.6	171.4	Sedimentary	Sediment Layer	Siltstone
PF18-2	Potato River Falls	PF18-2	PF18-2b	1075	1085.57	1050	Ma		hdt	277	6.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	7	176.5	Sedimentary	Sediment Layer	Siltstone
PF18-20	Potato River Falls	PF18-20	PF18-20a	1075	1085.57	1050	Ma		mht	293.3	-1.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	15.1	161.5	Sedimentary	Sediment Layer	Siltstone
PF18-20	Potato River Falls	PF18-20	PF18-20a	1075	1085.57	1050	Ma		lt	317.7	-2.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	29.7	140.2	Sedimentary	Sediment Layer	Siltstone
PF18-20	Potato River Falls	PF18-20	PF18-20a	1075	1085.57	1050	Ma		mht	250.5	69.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	25.9	230	Sedimentary	Sediment Layer	Siltstone
PF18-20	Potato River Falls	PF18-20	PF18-20a	1075	1085.57	1050	Ma		hdt	191.3	67.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	6.8	262.2	Sedimentary	Sediment Layer	Siltstone
PF18-20	Potato River Falls	PF18-20	PF18-20a	1075	1085.57	1050	Ma		lt	341.4	77.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	68	249.3	Sedimentary	Sediment Layer	Siltstone
PF18-20	Potato River Falls	PF18-20	PF18-20a	1075	1085.57	1050	Ma		hdt	290.6	19.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	21.4	171.3	Sedimentary	Sediment Layer	Siltstone
PF18-21	Potato River Falls																		46.46	-90.53								Sedimentary	Sediment Layer	Siltstone
PF18-22	Potato River Falls	PF18-22	PF18-22a	1075	1085.57	1050	Ma		hdt	235	54.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	5.1	227	Sedimentary	Sediment Layer	Siltstone
PF18-22	Potato River Falls	PF18-22	PF18-22a	1075	1085.57	1050	Ma		lt	358.4	77.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	69.7	267.7	Sedimentary	Sediment Layer	Siltstone
PF18-22	Potato River Falls	PF18-22	PF18-22a	1075	1085.57	1050	Ma		mt	236.9	56.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	7.8	227	Sedimentary	Sediment Layer	Siltstone
PF18-22	Potato River Falls	PF18-22	PF18-22a	1075	1085.57	1050	Ma		hdt	276.9	-0.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.5	174.2	Sedimentary	Sediment Layer	Siltstone
PF18-22	Potato River Falls	PF18-22	PF18-22a	1075	1085.57	1050	Ma		lt	320.3	0.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	32.1	138.4	Sedimentary	Sediment Layer	Siltstone
PF18-22	Potato River Falls	PF18-22	PF18-22a	1075	1085.57	1050	Ma		mt	279.3	-1.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	6	172.3	Sedimentary	Sediment Layer	Siltstone
PF18-23	Potato River Falls	PF18-23	PF18-23a	1075	1085.57	1050	Ma		lt	316	6.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	32.5	144.7	Sedimentary	Sediment Layer	Siltstone
PF18-23	Potato River Falls	PF18-23	PF18-23a	1075	1085.57	1050	Ma		mt	276.2	4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	5.7	176.3	Sedimentary	Sediment Layer	Siltstone
PF18-23	Potato River Falls	PF18-23	PF18-23a	1075	1085.57	1050	Ma		mt	226.7	54.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	1.8	233	Sedimentary	Sediment Layer	Siltstone
PF18-23	Potato River Falls	PF18-23	PF18-23a	1075	1085.57	1050	Ma		lt	17.5	85.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	55.6	274.6	Sedimentary	Sediment Layer	Siltstone
PF18-23	Potato River Falls	PF18-23	PF18-23a	1075	1085.57	1050	Ma		hdt	225.6	50		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-2.5	231.6	Sedimentary	Sediment Layer	Siltstone
PF18-23	Potato River Falls	PF18-23	PF18-23a	1075	1085.57	1050	Ma		hdt	271.5	3.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	2.4	179.7	Sedimentary	Sediment Layer	Siltstone
PF18-24	Potato River Falls	PF18-24	PF18-24a	1075	1085.57	1050	Ma		hdt	211.6	42.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-13.2	240.2	Sedimentary	Sediment Layer	Siltstone
PF18-24	Potato River Falls	PF18-24	PF18-24a	1075	1085.57	1050	Ma		mt	218.5	47.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-7.5	235.9	Sedimentary	Sediment Layer	Siltstone
PF18-24	Potato River Falls	PF18-24	PF18-24a	1075	1085.57	1050	Ma		hdt	263.6	13.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	0.4	188.7	Sedimentary	Sediment Layer	Siltstone
PF18-24	Potato River Falls	PF18-24	PF18-24a	1075	1085.57	1050	Ma		mt	268.2	8.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.8	183.6	Sedimentary	Sediment Layer	Siltstone
PF18-25	Potato River Falls	PF18-25	PF18-25a	1075	1085.57	1050	Ma		hdt	227.3	54.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	2	232.5	Sedimentary	Sediment Layer	Siltstone
PF18-25	Potato River Falls	PF18-25	PF18-25a	1075	1085.57	1050	Ma		lt	351.1	70		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	80.6	235.6	Sedimentary	Sediment Layer	Siltstone
PF18-25	Potato River Falls	PF18-25	PF18-25a	1075	1085.57	1050	Ma		mt	230.9	55.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	4.4	230.5	Sedimentary	Sediment Layer	Siltstone
PF18-25	Potato River Falls	PF18-25	PF18-25a	1075	1085.57	1050	Ma		hdt	276.2	3.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	5.6	176.2	Sedimentary	Sediment Layer	Siltstone
PF18-25	Potato River Falls	PF18-25	PF18-25a	1075	1085.57	1050	Ma		lt	324.2	-6.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.9	132.4	Sedimentary	Sediment Layer	Siltstone
PF18-25	Potato River Falls	PF18-25	PF18-25a	1075	1085.57	1050	Ma		mt	277.6	1.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	5.9	174.6	Sedimentary	Sediment Layer	Siltstone
PF18-26	Potato River Falls	PF18-26	PF18-26a	1075	1085.57	1050	Ma		mt	280.5	4.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	9	173.5	Sedimentary	Sediment Layer	Siltstone
PF18-26	Potato River Falls	PF18-26	PF18-26a	1075	1085.57	1050	Ma		lt	319.2	-4.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	29.5	138.1	Sedimentary	Sediment Layer	Siltstone
PF18-26	Potato River Falls	PF18-26	PF18-26a	1075	1085.57	1050	Ma		mt	226.5	59		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	5.7	235.4	Sedimentary	Sediment Layer	Siltstone
PF18-26	Potato River Falls	PF18-26	PF18-26a	1075	1085.57	1050	Ma		hdt	216.2	57		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	0.1	241.6	Sedimentary	Sediment Layer	Siltstone
PF18-26	Potato River Falls	PF18-26	PF18-26a	1075	1085.57	1050	Ma		hdt	278.1	10.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	9.3	177.1	Sedimentary	Sediment Layer	Siltstone
PF18-26	Potato River Falls	PF18-26	PF18-26a	1075	1085.57	1050	Ma		lt	342.1	74.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	71.8	241.5	Sedimentary	Sediment Layer	Siltstone
PF18-27	Potato River Falls	PF18-27	PF18-27a	1075	1085.57	1050	Ma		mht	250.9	59		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	16.9	220.1	Sedimentary	Sediment Layer	Siltstone
PF18-27	Potato River Falls	PF18-27	PF18-27a	1075	1085.57	1050	Ma		hdt	277.6	-3.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	4.1	172.8	Sedimentary	Sediment Layer	Siltstone
PF18-27	Potato River Falls	PF18-27	PF18-27a	1075	1085.57	1050	Ma		lt	323.1	1.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	34.1	136	Sedimentary	Sediment Layer	Siltstone
PF18-27	Potato River Falls	PF18-27	PF18-27a	1075	1085.57	1050	Ma		mht	284.7	-7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	7.5	166.3	Sedimentary	Sediment Layer	Siltstone
PF18-27	Potato River Falls	PF18-27	PF18-27a	1075	1085.57	1050	Ma		lt	11.1	76.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	71.1	284.4	Sedimentary	Sediment Layer	Siltstone
PF18-27	Potato River Falls	PF18-27	PF18-27a	1075	1085.57	1050	Ma		hdt	239.3	54.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	7.1	224.1	Sedimentary	Sediment Layer	Siltstone
PF18-28	Potato River Falls	PF18-28	PF18-28a	1075	1085.57	1050	Ma		hdt	269.4	14.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	5	185.1	Sedimentary	Sediment Layer	Siltstone
PF18-28	Potato River Falls	PF18-28	PF18-28a	1075	1085.57	1050	Ma		mt	278.7	3.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	7.1	174.2	Sedimentary	Sediment Layer	Siltstone
PF18-28	Potato River Falls	PF18-28	PF18-28a	1075	1085.57	1050	Ma		lt	336.9	80.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	62.2	254.4	Sedimentary	Sediment Layer	Siltstone
PF18-28	Potato River Falls	PF18-28	PF18-28a	1075	1085.57	1050	Ma		hdt	208.8	48.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-9.8	244.3	Sedimentary	Sediment Layer	Siltstone
PF18-28	Potato River Falls	PF18-28	PF18-28a	1075	1085.57	1050	Ma		mt	228.8	57		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	4.7	232.7	Sedimentary	Sediment Layer	Siltstone
PF18-28	Potato River Falls	PF18-28	PF18-28a	1075	1085.57	1050	Ma		lt	315.5	0.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	29.5	143.1	Sedimentary	Sediment Layer	Siltstone
PF18-29	Potato River Falls	PF18-29	PF18-29a	1075	1085.57	1050	Ma		hdt	229.6	49.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-1.3	228.2	Sedimentary	Sediment Layer	Siltstone
